tweet.date,tweet.id,tweet.rawContent,tweet.user.username,tweet.likeCount,tweet.retweetCount
2022-10-10 02:59:29+00:00,1.57931E+18,"NEW CONSTRUCTED HOUSE FOR SALE AT #KITENDE ON ENTEBBE ROAD
📌 300 METRES FROM THE MAIN ROAD
📌 WITH  #3BEDROOMS, SEATING, DINING, KITCHEN ,TWO TOILETS ,OUTSIDE KITCHEN AND BOYS QUARTER 
📌ON #13DECIMALS MAILO LAND WITH TITLE AT 
📌ASKING PRICE #470M NEGOTIABLE.

CALL 0706592177 https://t.co/5XHfa6oFXH",shukranproperty,0,0
2022-10-09 14:40:27+00:00,1.57912E+18,"Two small teams that lost to Manchester United are playing today in the losers match 😂😂😂😂#ARSLIV, #Kitende #Liverpool #Arsenal #Jota https://t.co/N92AO7nSLO",KevinliveUg,1,1
2022-10-09 08:13:21+00:00,1.57902E+18,"It's a #TotalEnergiesCAFCL Match Day!!

@VipersSC Vs TP MAZEMBE
#Kitende
#VIPTPM 
#Venomsans | #OneTeamOneDream https://t.co/7TCsM9biGs",FansVipers,7,1
2022-10-09 04:39:57+00:00,1.57897E+18,#kitende must go crazy 🤣🤣 come on boys we can do it,A16783019Ahmed,0,0
2022-10-03 17:52:14+00:00,1.57699E+18,"@UPL #Continues

But Don't Miss This SUNDAY @VipersSC Vs #TPMazembe
#CAFChampionsLeaguge
#Kitende",FansVipers,3,1
2022-10-01 17:04:17+00:00,1.57626E+18,"Interior Tiling https://t.co/gHN3cz6pQB

#MbogoInterior #GardenersWorld #architecture #potter #Drmusa #Chloe #HomeDecor #kitende https://t.co/TVz6Scz5GQ",MbogoInterior,2,1
2022-10-01 16:53:46+00:00,1.57625E+18,"Interior Design https://t.co/gHN3cz6pQB

#MbogoInterior #HomeDecor #architecture #potter #Bulandshahr #bulawayo #naguru #TAEYEON #Chloe #kitende #EbolaOutbreakUG #Ebola https://t.co/7ZrlFPkSGn",MbogoInterior,1,1
2022-10-01 15:05:48+00:00,1.57623E+18,"Exterior and Garden Design https://t.co/gHN3cyPmOB

#interiordecor #exteriordesign #EbolaOutbreakUG #Chloe #home #kitchen #kitende #bulawayo #KAMPLA2022 #Architect https://t.co/ARIIL6i4Y8",MbogoInterior,2,1
2022-10-01 12:30:39+00:00,1.57619E+18,Why is #kitende trending now did I miss something?,clearugandan,3,0
2022-10-01 10:32:40+00:00,1.57616E+18,"All sizes available for preorder 
Call/WhatsApp:+256770968728
#At25 #Makerere #iphone #kitende #Naguru #Eric #Umeme https://t.co/9pPdHNXtcI",Heavenscloset22,0,0
2022-10-01 10:32:26+00:00,1.57616E+18,"All sizes available for preorder 
Call/WhatsApp:+256770968728
#At25 #Makerere #iphone #kitende #Naguru #Eric #Umeme https://t.co/dkbiiMc9jT",Heavenscloset22,0,0
2022-10-01 10:32:09+00:00,1.57616E+18,"All sizes available for preorder 
Call/WhatsApp:+256770968728
#At25 #Makerere #iphone #kitende #Naguru #Eric #Umeme https://t.co/RWOAQBXQ40",Heavenscloset22,0,0
2022-10-01 10:32:00+00:00,1.57616E+18,"All sizes available for preorder 
Call/WhatsApp:+256770968728
#At25 #Makerere #iphone #kitende #Naguru #Eric #Umeme https://t.co/OqrxeQ4xSn",Heavenscloset22,0,0
2022-10-01 05:16:58+00:00,1.57608E+18,When I saw #kitende trending I thought other nudes had leaked😓😓😭😭 https://t.co/xVE8cURkwf,craig_coolkid,140,18
2022-10-01 03:10:09+00:00,1.57605E+18,"PLOT FOR SALE IN KITENDE!
25decimals(100×100ft) plot for sale in #kitende #Entebbe road. With lake view.
With private mailo land title.
Asking price is 200million Ugx Negotiable.
Call or WhatsApp 0783990968 or 0758654543 for details.
#realestate #home #investment  
#landforsale https://t.co/HBYwbsSn53",pynoma_uganda,5,0
2022-09-30 09:47:33+00:00,1.57578E+18,"We Are Back On Your Tv SCREEN.
@UPL #Returns
@sanyukatv 
@VipersSC Vs @BrightStarsFC 
#Kitende
@SMASK_School 
@PlasconUganda 
@HimaCement 
@dfcugroup 
https://t.co/5BZVAybECM https://t.co/StDtpvuBpo",BukenyaMagidu,2,0
2022-09-16 11:45:39+00:00,1.57074E+18,"This weekend  there is no better way to indulge than to retreat to any of our homes tucked away in Kitende/Kajjansi for a piece of mind.
https://t.co/uKhtw9ib1W
256 759 906 350
#homeatlast #cresthomesug #Kitende #travel #weekend #explorepage #UgandaAt60 #apartments #visitustoday https://t.co/8BmsFPGV5r",cresthomesug,4,0
2022-09-15 16:02:55+00:00,1.57044E+18,"ARE YOU LOOKING FOR A PLOT TO BUY AROUND Or ALONG #ENTEBBEROAD:-  #SSEGUKU, #KAJJANSI,  #KITENDE, #BWEBAJJA, #KAWUKU, #GARUGA, #NKUMBA  and the nearby places??
Come through today for an inspection.
CALL OR WHATSAPP
0705625816 | 0779222256 https://t.co/7Cy55yGALR",jkhuzaifa19,0,0
2022-09-13 09:56:40+00:00,1.56963E+18,"For that lady who is loved by her staff... It was awesome being chosen as the bakery to bake this lady her birthday cake... Contact us on 0702468685 or 0776754014

#yummycakes 
#kitendebaker 
#kitende https://t.co/ACfFURYuQ3",Dikigozi,0,0
2022-09-09 08:17:32+00:00,1.56815E+18,@StabexGas you join a list of #uganda businesses I’ve interacted with in the last 2 weeks with #falseadvertising. Your Twitter profile claims a “free delivery” offer. Your #kitende station  supervisor just told me you charge a delivery fee. That ain’t right!! Where’s biz ethics🤯,Dklutz1,0,0
2022-09-03 13:08:05+00:00,1.56605E+18,"Field check 
Good luck 🇺🇬🇹🇿
 @UgandaCranes 
@AlionziN
@john_revita 
@IbrahimJuma26 
#Kitende 🏟️ https://t.co/E5wl6dnkaX",kunde_gadaffi,2,0
2022-08-28 22:06:44+00:00,1.56401E+18,"@kirya_ug Y don't u men it a concert and visit #kajjansi,#Kitende",SsebunyaJonatha,1,0
2022-08-27 13:13:40+00:00,1.56352E+18,"Believing in YOURSELF is the best asset you can ever have as a believer regardless of  your surroundings today!
#psmawaemmanuel 
#saveasoulministriesinternational 
#Kitende https://t.co/Ta8cGQLeiM",MawaEmmanuel40,2,0
2022-08-20 21:32:03+00:00,1.5611E+18,"LAND FOR SALE:

12 DECIMALS (50X100) MAILO LAND WITH TITLE AVAILABLE FOR SALE AT #KITENDE ON ENTEBBE ROAD LESS A KILOMETER FROM THE MAIN ROAD GOOD FOR RESIDENTIAL HOME, COMMERCIAL HOME,APARTMENTS AND ORDINARY RENTALS AT ASKING PRICE #85M NEGOTIABLE...
CALL: 0706592177 https://t.co/2pLyo58cFd",shukranproperty,0,0
2022-08-20 21:27:46+00:00,1.5611E+18,"PLOT FOR SALE : 

27 DECIMALS MAILO LAND WITH TITLE AVAILABLE FOR SALE AT #KITENDE SEKIWUNGA ON ENTEBBE ROAD OPPOSITE AKRIGHT CITY NEXT TO ENTEBBE  EXPRESS HIGHWAY 2KM OFF ENTEBBE ROAD AT ASKING PRICE #130M.
CALL. 0706592177 https://t.co/ODyY0NGTHK",shukranproperty,0,0
2022-07-15 09:59:04+00:00,1.54788E+18,"@mandela_ashraf back at @VipersSC for the second stint, do you think he will live up to you expectations this time round at #Kitende?

https://t.co/O8dVEB7hdQ",Sk13Sports,1,0
2022-07-04 06:37:14+00:00,1.54385E+18,@SmartDjJoe From the neighborhood  #Kitende,MusSituation11,1,0
2022-06-22 19:21:54+00:00,1.53969E+18,One of the greatest talents that comes out from #kitende and become the best player in the league and win @OfficialFUFA player of the year and @UPL with mighty @VipersSC ❤️ keep going @bobosi24 you’ll go far!! https://t.co/bggVbxHoDU,DwyaneLosso,1,0
2022-06-11 07:34:05+00:00,1.53553E+18,#kitende scholars seeing #midland scholars playing in their game https://t.co/IghD2N93Ml,daddycampbell22,1,1
2022-06-08 18:37:40+00:00,1.53461E+18,"This was after some days of his appointment, with time people will accept that i speak the truth. Uganda cranes lucks identity. #kitende #micho #UGANIG #Uganda #ugandavsniger",munakabanga1,12,0
2022-06-08 18:25:50+00:00,1.5346E+18,"The economic situation in Uganda calls for quick action.

#kitende https://t.co/KCcqgOGneB",MyresWN,8,1
2022-06-08 17:08:52+00:00,1.53458E+18,"Cranes current situation any time now 
#kitende #UGANIG https://t.co/gyv3eaew6L",bukenya_samuel,1,0
2022-06-08 15:49:23+00:00,1.53456E+18,"Ogwa @UgandaCranes guwedde 1-1 ku St Mary's Stadium e #Kitende. Niger evudde emabega n'egatta ng'eyita mumuteebi Amadou Sabo muddakiika eye 71'.
#StartvLeero https://t.co/UyMJXWVMQS",StartvUganda,3,2
2022-06-08 15:16:49+00:00,1.53456E+18,"The game played by @UgandaCranes  isn't meant for a middle income status national team..... So many chances wasted but hard luck guys. 

#AFCON2023Q 
#UGANIG 
#KITENDE",publicenemy941,2,0
2022-06-08 15:01:01+00:00,1.53455E+18,#Kitende #MagogoOut #MichoOut,Daly_256,1,0
2022-06-08 14:43:42+00:00,1.53455E+18,"allan kyambadde is a crazy, crazy athlete in relation to intensity and covering lots of ground whilst at it. what a special player. his DNA demands a high pressing team. #cranes #kitende",aqram2021,3,0
2022-06-08 14:34:16+00:00,1.53454E+18,"The way @BirimundaSteven and bwaana Moze comment on Cranes football, you can collapse:
""Uganda,... bagitadde ekyuuma mu noooziii... Eri mu kalaayi bagisiika wano...."" 
#AFCON2023Q #UGANIG #Kitende",RonaldKusa,2,0
2022-06-08 14:21:03+00:00,1.53454E+18,"Aziz kayondo is fantastic
#kitende",bukenya_samuel,0,0
2022-06-08 14:16:11+00:00,1.53454E+18,"Ekiri e #Kitende kizaamu amaanyi!
Ddakiika 56"" 
@UgandaCranes 1-0 Niger 
Ggoolo yateebeddwa #MiltonKarisa mu kitundu ekisooka. 
#StartvLeero
#AFCON2023Q 
@OfficialFUFA https://t.co/dq1nd4CEWr",StartvUganda,0,0
2022-06-08 14:02:19+00:00,1.53454E+18,#UGANIG #TotalEnergiesAFCONQ2023 #kitende @UgandaCranes https://t.co/9PzuTrUm3t,Dugiy2,1,0
2022-06-08 13:59:54+00:00,1.53454E+18,"feel bad for those niger 🇳🇪 full backs being tormented to this extent. 😞 can't blame them tho. nobody's stopping milton karisa and aziz kayondo in full flow like they're today. #kitende 

@KarisaMilton @AzizKayondo23 @DavidLumansi @CephasTendereza",aqram2021,1,0
2022-06-08 13:50:16+00:00,1.53453E+18,"Some bloody goal for Uganda 🔥 

Cameras zooming out #Lawrence_mulindwa in a Roman Abramovich style 
#Afcon_qualifiers
#Uganda vs Niger 
#kitende",welishe_jude,3,0
2022-06-08 13:49:59+00:00,1.53453E+18,"Now motivational speakers are about to start, I started  business with one toe 😂🙌
#ugandavsnigeria 
#kitende 
#Uganda",Noble_uga,4,0
2022-06-08 13:43:17+00:00,1.53453E+18,"At last tuyiyeemu 
Kaliisa #kitende",BoujeePhoto,2,0
2022-06-08 13:28:14+00:00,1.53453E+18,Aziz Kayondo having a great game so far .0-0 27' #UGANIG #Kitende,hbasisa1,0,0
2022-06-08 11:59:32+00:00,1.53451E+18,"NEW CONSTRUCTED 🏠 HOUSE FOR SALE  IN #KITENDE ON ENTEBBE ROAD 🛣️ with #4bedrooms, seating, dining, kitchen, four toilets and boys quarter on 25 decimals mailo land with title at asking price 870m negotiable.WHAT'S APP ME ON (+256705043548)
OR CALL ME ON (+256788385406) https://t.co/O8ZjLFF7zO",sure_uganda,3,1
2022-06-08 10:00:41+00:00,1.53448E+18,Let’s support the boys #AFCON2023Q @UgandaCranes #kitende https://t.co/UqVRAm3KKD,TLsabellah,7,0
2022-06-08 09:25:51+00:00,1.53447E+18,"Most people won’t support you until they see it’s popular to support you. 
@Radio4UG @mtnug 
#kitende #UGANIG #Uganda #UGA #cranes https://t.co/Z2ccSXgTeh",munakabanga1,47,4
2022-06-08 09:18:28+00:00,1.53446E+18,"Anybody wanna go and support the @UgandaCranes at #Kitende? I have a ticket for you. DM for details.
#AFCON2023Q #AFCON2023Qualifiers",fmrwalinda,1,0
2022-06-08 07:45:09+00:00,1.53444E+18,"All roads lead to Kitende let's show Uganda love in its Match against Niger.
After the game home at last experience awaits you at crest homes Uganda.
visit our homes today for as low as $45
#kitende #HeroesDay #apartments #homeatlast #cresthomesug https://t.co/3xUoRFThGz",cresthomesug,24,6
2022-06-08 07:02:04+00:00,1.53443E+18,Lets stand with the boys #kitende #AFCON2023Q https://t.co/CrGdgPhogP,JothamJunior1,5,0
2022-06-08 06:22:08+00:00,1.53442E+18,"After to much cassava said @KagutaMuseveni
@daltonkway1

#kitende #presidentmuseveni 
#Bible #airtight #NBSBarometer #nbsmorningbreeze #NBSUpdates https://t.co/AWMNLDMCR7",Gwanga_Mujje256,5,0
2022-05-28 04:22:21+00:00,1.5304E+18,"@mbale_fc @OfficialFUFA This gives the Jinja team an advantage, this should have happened at #StarTimesPhilipOmondi Stadium or at #Kitende, otherwise we are good to go @OfficialFUFA @OfficialFUFA @mbale_fc @MosesMagogo",etiange,1,0
2022-04-28 08:44:34+00:00,1.5196E+18,"PLOT FOR SALE!
80 decimals for sale in #kitende along #Entebbe Road. With clear lake view and in a well organised and developed neighbourhood. 
500m off the main road and is good for apartment, residential home
With private mailo land title.
Asking price is 420m.
#RealEstate https://t.co/UocE2XVc9J",Twezimbe_houses,0,0
2022-03-26 13:36:35+00:00,1.50771E+18,"This football fan (student) from @SMASK_School knows how to cheer her school. 
@AndrewMuzito2 come and see 
#kitende https://t.co/LREcpn1HfZ",MawejjeRoman,1,1
2022-03-20 17:51:09+00:00,1.5056E+18,Abe #Kitende bagezi tebalina ka PTA nakamu 😅,MycoAllan,1,0
2022-03-05 16:30:01+00:00,1.50015E+18,Buddu are Champions of Masaza Cup #KampalaReport #BUDDU #Champions #Kitende #MasazaCup #St.Mary’sstadium #top https://t.co/FLbTI3dLMy,KampalaReport,1,0
2022-03-05 16:29:51+00:00,1.50015E+18,Buddu are Champions of Masaza Cup #KampalaReport #BUDDU #Champions #Kitende #MasazaCup #St.Mary’sstadium #top https://t.co/3i9IMuFnq0,theKRMedia,0,0
2022-03-05 14:22:19+00:00,1.50011E+18,"there is no better way to indulge from weekly hustles and bustles than a retreat to our fully serviced apartments for some rest and relaxation.
both short and long stays available as low as $45 BED And breakfast.
#kitende #weekendvibes #apartment #ugandauncovered #homeatlast https://t.co/bdJNnxdLPs",cresthomesug,4,1
2022-03-05 14:04:48+00:00,1.50011E+18,One of the roads heading to Ambiance Masaka 😎 #kitende https://t.co/tCK2VPmkQ6,rean_reagan,12,0
2022-03-05 13:08:59+00:00,1.5001E+18,"Essanyu eritali gulirile olwaleero liri #Kitende #MasazaCupFinal 
Essanyu nga omutima gwo teguwakana na mubiri  gwo.
Vva kubano abasanyuka ku mubiri nga omutima guwakana.",CharlesCharl4,1,0
2022-03-05 12:32:33+00:00,1.50009E+18,#kitende #masazacupfinal2022 @bbstvug @892cbsFm #buweekula #buddu essanyu ku @bbstvug https://t.co/CHJnnP1HhE,DenisSsebu,2,0
2022-03-05 12:32:31+00:00,1.50009E+18,Buddu vs Buwekula is like Rwanda vs Rwanda 😀 if u knw u knw @SheilahGashumba @FrankGashumba  confirm or deny #kitende #buganda #masaazacup,ZZZZMAHAUANAH,1,0
2022-03-05 11:56:36+00:00,1.50008E+18,"Wangaala Ayi Ssabasajja Kabaka wange. @BugandaOfficial 
#Masaza #Kitende #Buganda",kisirikovincent,10,2
2022-03-05 11:22:30+00:00,1.50007E+18,"Buddu make us proud .🥳🥳🥳🥳🥳
#MasazaCupFinal . #kitende https://t.co/Miu0SPRYeC",Timo_Roland,32,5
2022-03-05 10:54:47+00:00,1.50006E+18,Bana buddu katufufugaze bana buwekula nabo batye 🤸‍♂️ #kitende,rachealwilsons,3,0
2022-03-05 10:31:19+00:00,1.50006E+18,"@GSVLearning  proud partner with @Airtel_Ug,Mujje tuwage!!! #Masazacupfinal #Kitende. https://t.co/i1CCZzq15O",GSVLearning,4,1
2022-03-05 10:18:07+00:00,1.50005E+18,"watch masaza cup final live on @bbstvug #kitende
https://t.co/1jYR6YRBaQ",jkmubiru1994,0,0
2022-03-05 07:26:39+00:00,1.50001E+18,@cpmayiga #Kitende Awuuma https://t.co/Z4zV6GHmhd,KayosLogistics,2,0
2022-02-17 11:04:05+00:00,1.49427E+18,"#THIS_FRIDAY_AT_MISSION_HOUSE #KITENDE #REVIVAL  
#The_Cry_of_a_generation @tentworship @ Kampala, Uganda https://t.co/CQkQwshMDX",PrinceHarmony16,0,0
2022-02-03 17:09:42+00:00,1.48928E+18,Is this the scam of all time in Uganda #kitende https://t.co/Cu3QgGa8HY,tumukundemosesk,4,1
2022-02-03 07:31:34+00:00,1.48914E+18,Gues what came to my mind when i saw #Kitende topping a list of trends ryt now,infamous_yo_,9,1
2022-02-02 13:23:37+00:00,1.48887E+18,Live #kitende Vipers 2-0 Villa. Alongside senior #Masazaboy. https://t.co/pGvoAQMi9G,munakakuuto,108,2
2022-01-22 13:06:41+00:00,1.48488E+18,"The girls already looking good here in #Kitende against #Ghana 

#UGAGHA #U20WWCQ",RKayungirizi,0,0
2022-01-22 07:55:50+00:00,1.4848E+18,"Well, if you already have you ticket, let’s meet in #Kitende, but if you ain’t able to make it, then @ubctvuganda in the comfort of your living room or even on the @afromobileug on the go and enjoy the beautiful game. https://t.co/1epRVm1GvN",RKayungirizi,0,0
2022-01-22 06:32:36+00:00,1.48478E+18,"@Zaynabsmith2021 #Kitende is affected by a fault on the power line,  we are doing everything possible to ensure power is restored.  Inconveniences caused are regretted.  |NJ",UmemeLtd,0,0
